1,1,121.57,332.64,136.18,61.83000000000004,1,1,1.0
1,2,731.23,266.12,73.55999999999995,41.48000000000002,1,1,1.0
1,3,208.44,248.12,97.05000000000001,44.610000000000014,1,1,1.0
2,1,96.25,336.38,139.65,61.829999999999984,1,1,1.0
2,2,718.11,267.77,75.85000000000002,42.400000000000034,1,1,1.0
2,3,208.44,248.12,97.05000000000001,44.610000000000014,1,1,1.0
3,1,70.92,340.12,143.14,61.81999999999999,1,1,1.0
3,2,705.0,269.42,78.13,43.31999999999999,1,1,1.0
3,3,208.44,248.12,97.05000000000001,44.610000000000014,1,1,1.0
4,1,45.6,343.85,146.61,61.829999999999984,1,1,1.0
4,2,691.89,271.07,80.39999999999998,44.24000000000001,1,1,1.0
4,3,208.44,248.12,97.05000000000001,44.610000000000014,1,1,1.0
5,1,19.7,347.59,150.67000000000002,61.83000000000004,1,1,1.0
5,2,676.27,273.23,82.69000000000005,45.15999999999997,1,1,1.0
5,3,208.44,248.12,97.05000000000001,44.610000000000014,1,1,1.0
6,1,0.4,351.33,148.13,61.81999999999999,1,1,1.0
6,2,660.66,275.39,84.96000000000004,46.06999999999999,1,1,1.0
6,3,208.44,248.12,97.05000000000001,44.610000000000014,1,1,1.0
7,1,0.27,355.06,126.41000000000001,61.829999999999984,1,1,1.0
7,2,645.04,277.55,87.24000000000001,46.99000000000001,1,1,1.0
7,3,208.44,248.12,97.05000000000001,44.610000000000014,1,1,1.0
8,1,0.13,358.8,104.71000000000001,61.829999999999984,1,1,1.0
8,2,630.9,278.77,89.51999999999998,47.910000000000025,1,1,1.0
8,3,208.44,248.12,97.05000000000001,44.610000000000014,1,1,1.0
9,1,0.0,362.54,82.99,61.81999999999999,1,1,1.0
9,2,616.76,280.0,91.79999999999995,48.829999999999984,1,1,1.0
9,3,208.44,248.12,97.05000000000001,44.610000000000014,1,1,1.0
10,1,0.0,362.54,56.6,61.81999999999999,1,1,1.0
10,2,599.22,281.22,94.08999999999992,49.75,1,1,1.0
10,3,208.44,248.12,97.05000000000001,44.610000000000014,1,1,1.0
11,1,0.0,362.54,30.2,61.81999999999999,1,1,1.0
11,2,581.69,282.44,96.3599999999999,50.670000000000016,1,1,1.0
11,3,208.44,248.12,97.05000000000001,44.610000000000014,1,1,1.0
12,2,564.16,283.67,98.63999999999999,51.589999999999975,1,1,1.0
12,3,208.44,248.12,97.05000000000001,44.610000000000014,1,1,1.0
13,2,546.62,284.89,100.91999999999996,52.50999999999999,1,1,1.0
13,3,208.44,248.12,97.05000000000001,44.610000000000014,1,1,1.0
14,2,529.09,286.12,103.19999999999993,53.420000000000016,1,1,1.0
14,3,208.44,248.12,97.05000000000001,44.610000000000014,1,1,1.0
15,2,514.7,290.48,105.49000000000001,54.339999999999975,1,1,1.0
15,3,208.44,248.12,97.05000000000001,44.610000000000014,1,1,1.0
